customerID,Region,Monthly tax,TotalCharges
8676-OOQEJ,GC,35.52,118.4
5515-IDEJJ,EMEA,5.97,19.9
9701-CDXHR,APJC,1094.88,3649.6
7450-NWRTR,USA,360.045,1200.15
8124-NZVGJ,GC,76.68,255.6
2162-FRZAA,EMEA,718.515,2395.05
5376-DEQCP,APJC,21.18,70.6
5118-MUEYH,USA,1525.065,5083.55
9095-HFAFX,GC,116.88,389.6
5627-TVBPP,EMEA,193.35,644.5
2379-ENZGV,APJC,157.05,523.5
3936-QQFLL,USA,11.79,39.3
2589-AYCRP,GC,296.715,989.05
4067-HLYQI,EMEA,721.83,2406.1
5124-EOGYE,APJC,191.565,638.55
5057-RKGLH,USA,57.33,191.1
0292-WEGCH,GC,1357.215,4524.05
8910-ICHIU,EMEA,1399.26,4664.2
4097-YODCF,APJC,1041.24,3470.8
9715-WZCLW,USA,2073.09,6910.3
9786-YWNHU,GC,1204.26,4014.2
6407-GSJNL,EMEA,386.4,1288
6005-OBZPH,APJC,683.295,2277.65
4049-ZPALD,USA,1912.74,6375.8
7932-WPTDS,GC,7.44,24.8
3733-UOCWF,EMEA,1575.525,5251.75
6833-JMZYP,APJC,451.635,1505.45
2722-VOJQL,USA,2070.93,6903.1
1310-QRITU,GC,273.99,913.3
8961-QDZZJ,EMEA,1660.74,5535.8
9715-SBVSU,APJC,244.665,815.55
8490-BXHEO,USA,423.495,1411.65
7173-TETGO,GC,1680.675,5602.25
7929-SKFGK,EMEA,2473.29,8244.3
2300-RQGOI,APJC,222.45,741.5
3563-SVYLG,USA,1312.74,4375.8
5228-EXCET,GC,302.61,1008.7
6435-VWCCY,EMEA,1790.52,5968.4
4998-IKFSE,APJC,929.07,3096.9
8630-QSGXK,USA,1170.375,3901.25
2455-USLMV,GC,784.02,2613.4
7394-FKDNK,EMEA,255.93,853.1
9488-FVZCC,APJC,1698.51,5661.7
6331-LWDTQ,USA,238.275,794.25
5995-WWKKG,GC,208.515,695.05
1597-FZREH,EMEA,48.24,160.8
7879-CGSFV,APJC,1665.615,5552.05
9921-EZKBY,USA,982.545,3275.15
7432-FFVAR,GC,1270.98,4236.6
7246-ZGQDF,EMEA,16.35,54.5
7000-WCEVQ,APJC,352.305,1174.35
0727-IWKVK,USA,222.51,741.7
5959-BELXA,GC,905.775,3019.25
4456-RHSNB,EMEA,288.87,962.9
3512-IZIKN,APJC,1427.925,4759.75
2481-SBOYW,USA,449.505,1498.35
7109-MFBYV,GC,369.945,1233.15
1833-TCXKK,EMEA,1464.84,4882.8
1832-PEUTS,APJC,1623.495,5411.65
6141-OOXUQ,USA,5.895,19.65
8660-BUETV,GC,44.415,148.05
0580-PIQHM,EMEA,1179.165,3930.55
5696-CEIQJ,APJC,2068.65,6895.5
7503-ZGUZJ,USA,25.395,84.65
1696-HXOWK,GC,2057.085,6856.95
3026-ATZYV,EMEA,797.64,2658.8
4012-YCFAI,APJC,1129.86,3766.2
2506-TNFCO,USA,20.865,69.55
9970-QBCDA,GC,38.865,129.55
8718-PTMEZ,EMEA,104.175,347.25
9496-IVVRP,APJC,174.51,581.7
2207-OBZNX,USA,106.215,354.05
2657-VPXTA,GC,278.835,929.45
6551-VLJMV,EMEA,203.7,679
1221-GHZEP,APJC,1154.025,3846.75
9289-LBQVU,USA,1344.21,4480.7
6142-VSJQO,GC,13.305,44.35
3458-IDMFK,EMEA,149.82,499.4
6933-FHBZC,APJC,465.96,1553.2
0221-NAUXK,USA,65.85,219.5
9770-KXGQU,GC,1593.555,5311.85
6437-UKHMV,EMEA,175.815,586.05
6538-POCHL,APJC,773.04,2576.8
6726-NNFWD,USA,1930.575,6435.25
3002-WQZWT,GC,597.975,1993.25
4277-UDIEF,EMEA,577.155,1923.85
1208-NBVFH,APJC,281.94,939.8
4912-PIGUY,USA,25.38,84.6
1114-CENIM,GC,927.795,3092.65
6060-DRTNL,EMEA,124.665,415.55
2725-TTRIQ,APJC,1795.965,5986.55
3374-TTZTK,USA,1646.1,5487
8990-ZXLSU,GC,195.45,651.5
2275-RBYQS,EMEA,13.62,45.4
8473-VUVJN,APJC,22.095,73.65
6289-CPNLD,USA,721.515,2405.05
5536-SLHPM,GC,1337.445,4458.15
4419-UJMUS,EMEA,2056.935,6856.45
7794-JASDG,APJC,15.225,50.75
7609-YBPXG,USA,1420.56,4735.2
5519-TEEUH,GC,204.645,682.15
7856-GANIL,EMEA,1357.74,4525.8
0804-XBFBV,APJC,96.315,321.05
2676-OXPPQ,USA,100.695,335.65
3703-TTEPD,GC,427.32,1424.4
2799-TSLAG,EMEA,524.565,1748.55
0196-VULGZ,APJC,142.47,474.9
8837-VVWLQ,USA,200.52,668.4
2696-NARTR,GC,277.875,926.25
2208-NKVVH,EMEA,323.385,1077.95
7614-QVWQL,APJC,762.375,2541.25
1976-CFOCS,USA,13.8,46
4631-OACRM,GC,346.83,1156.1
7139-JZFVG,EMEA,1108.335,3694.45
4987-GQWPO,APJC,114.84,382.8
3755-JBMNH,USA,350.34,1167.8
1757-TCATG,GC,224.025,746.75
6345-ULYRW,EMEA,1173.87,3912.9
4776-XSKYQ,APJC,110.655,368.85
8048-DSDFQ,USA,6.06,20.2
5753-QQWPW,GC,496.41,1654.7
6010-DDPPW,EMEA,582.255,1940.85
1809-DMJHQ,APJC,66.51,221.7
6693-FRIRW,USA,538.395,1794.65
6586-MYGKD,GC,1586.94,5289.8
3173-NVMPX,EMEA,150.36,501.2
0248-PGHBZ,APJC,1842.255,6140.85
0623-GDISB,USA,14.535,48.45
2892-GESUL,GC,92.775,309.25
6923-EFPNL,EMEA,60.33,201.1
7472-EQOAV,APJC,1853.805,6179.35
9574-RKJIF,USA,851.61,2838.7
2043-WVTQJ,GC,16.71,55.7
8034-RYTVV,EMEA,1376.955,4589.85
3863-QSTYI,APJC,1120.635,3735.45
2619-WFQWU,USA,21.045,70.15
5044-LRQAQ,GC,143.265,477.55
1716-LSAMB,EMEA,766.11,2553.7
1333-PBMXB,APJC,402.645,1342.15
6546-OPBBH,USA,364.905,1216.35
5985-BEHZK,GC,2273.415,7578.05
9127-QRZMH,EMEA,781.185,2603.95
5919-VCZYM,APJC,12.81,42.7
9644-KVCNC,USA,1817.07,6056.9
2137-DQMEV,GC,895.095,2983.65
8174-LNWMW,EMEA,206.805,689.35
9279-CJEOJ,APJC,607.53,2025.1
7964-VEXDG,USA,524.16,1747.2
2404-JIBFC,GC,1397.385,4657.95
0778-NELLA,EMEA,88.83,296.1
8029-XYPWT,APJC,2404.98,8016.6
4614-NUVZD,USA,24.33,81.1
4632-PAOYU,GC,130.05,433.5
3803-KMQFW,EMEA,6.165,20.55
6804-GDMOI,APJC,1928.52,6428.4
2990-OGYTD,USA,1765.155,5883.85
6646-JPPHA,GC,313.14,1043.8
9572-MTILT,EMEA,1875.87,6252.9
7658-UYUQS,APJC,557.175,1857.25
7880-XSOJX,USA,43.92,146.4
9611-CTWIH,GC,72.135,240.45
4589-IUAJB,EMEA,517.245,1724.15
0329-GTIAJ,APJC,94.59,315.3
8746-BFOAJ,USA,128.865,429.55
8457-XIGKN,GC,106.845,356.15
6072-NUQCB,EMEA,146.475,488.25
6629-CZTTH,APJC,16.71,55.7
8838-GPHZP,USA,389.61,1298.7
8750-QWZAJ,GC,413.625,1378.75
5364-EVNIB,EMEA,292.035,973.45
6918-UMQCG,APJC,115.275,384.25
0675-NCDYU,USA,2562.975,8543.25
6339-DKLMK,GC,116.985,389.95
1346-PJWTK,EMEA,1719.555,5731.85
5088-QZLRL,APJC,6.195,20.65
8023-QHAIO,USA,1282.725,4275.75
4397-FRLTA,GC,25.35,84.5
3057-VJJQE,EMEA,577.23,1924.1
5087-SUURX,APJC,200.955,669.85
2302-OUZXB,USA,1735.29,5784.3
8133-ANHHJ,GC,1549.86,5166.2
2270-CHBFN,EMEA,1218.165,4060.55
0013-EXCHZ,APJC,80.22,267.4
5982-FPVQN,USA,1059.855,3532.85
9107-UKCKY,GC,1474.44,4914.8
4654-ULTTN,EMEA,1594.74,5315.8
5550-VFRLC,APJC,20.955,69.85
5546-BYZSM,USA,232.68,775.6
1492-KGETH,GC,1633.785,5445.95
4929-BSTRX,EMEA,16.065,53.55
4163-HFTUK,APJC,302.34,1007.8
8215-NGSPE,USA,250.065,833.55
2225-ZRGSG,GC,1973.715,6579.05
8859-YSTWS,EMEA,301.35,1004.5
5271-YNWVR,APJC,2356.8,7856
7601-DHFWZ,USA,354.915,1183.05
2657-ALMWY,GC,650.925,2169.75
6330-JKLPC,EMEA,269.07,896.9
4667-OHGKG,APJC,5.79,19.3
1998-VHJHK,USA,150.405,501.35
1707-HABPF,GC,1237.905,4126.35
1660-HSOOQ,EMEA,14.895,49.65
7253-UVNDW,APJC,738.045,2460.15
0487-VVUVK,USA,143.28,477.6
7228-OMTPN,GC,111.195,370.65
5063-IUOKK,EMEA,79.725,265.75
4508-OEBEY,APJC,727.335,2424.45
0027-KWYKW,USA,554.985,1849.95
2308-STERM,GC,18.315,61.05
5982-XMDEX,EMEA,509.565,1698.55
6284-AHOOQ,APJC,573.18,1910.6
6051-PTVNS,USA,299.43,998.1
2344-JMOGN,GC,267.18,890.6
3799-ISUZQ,EMEA,158.85,529.5
2877-VDUER,APJC,415.08,1383.6
9152-AMKAK,USA,148.02,493.4
1794-HBQTJ,GC,14.58,48.6
9432-VOFYX,EMEA,362.1,1207
8049-WJCLQ,APJC,169.05,563.5
6586-PSJOX,USA,259.365,864.55
2460-FPSYH,GC,632.805,2109.35
9705-ZJBCG,EMEA,210.315,701.05
4818-DRBQT,APJC,679.575,2265.25
1320-HTRDR,USA,66.18,220.6
6847-KJLTS,GC,1724.94,5749.8
9670-BPNXF,EMEA,838.935,2796.45
3913-FCUUW,APJC,1549.71,5165.7
3301-VKTGC,USA,1708.98,5696.6
1493-AMTIE,GC,6.06,20.2
9555-SAHUZ,EMEA,622.815,2076.05
0816-TSPHQ,APJC,13.26,44.2
9932-WBWIK,USA,64.575,215.25
4619-EVPHY,GC,557.85,1859.5
5286-YHCVC,EMEA,2241.03,7470.1
6424-ELEYH,APJC,68.85,229.5
4391-RESHN,USA,741.03,2470.1
9115-YQHGA,GC,627.87,2092.9
4462-CYWMH,EMEA,1688.865,5629.55
8963-MQVYN,APJC,140.955,469.85
2458-EOMRE,USA,220.185,733.95
9334-GWGOW,GC,145.575,485.25
6821-BUXUX,EMEA,373.35,1244.5
5028-HTLJB,APJC,6.015,20.05
9801-GDWGV,USA,1198.335,3994.45
6542-LWGXJ,GC,23.475,78.25
5567-GZKQY,EMEA,339.45,1131.5
1222-LRYKO,APJC,55.215,184.05
2320-JRSDE,USA,5.97,19.9
2087-QAREY,GC,353.625,1178.75
0601-WZHJF,EMEA,200.31,667.7
4423-JWZJN,APJC,1688.745,5629.15
5143-WMWOG,USA,5.985,19.95
6490-FGZAT,GC,32.79,109.3
5393-RXQSZ,EMEA,23.88,79.6
7452-FOLON,APJC,287.535,958.45
2320-TZRRH,USA,120.945,403.15
0231-LXVAP,GC,22.77,75.9
9444-JTXHZ,EMEA,22.86,76.2
4942-VZZOM,APJC,1317.75,4392.5
5510-BOIUJ,USA,5.775,19.25
7502-BNYGS,GC,950.4,3168
4291-HYEBC,EMEA,328.98,1096.6
6147-CBCRA,APJC,200.835,669.45
6047-SUHPR,USA,703.155,2343.85
4471-KXAUH,GC,1076.52,3588.4
9752-ZNQUT,EMEA,14.58,48.6
7638-QVMVY,APJC,156.885,522.95
1576-PFZIW,USA,2253.57,7511.9
5666-MBJPT,GC,517.5,1725
7312-XSBAT,EMEA,14.925,49.75
3096-GKWEB,APJC,507.57,1691.9
2371-JQHZZ,USA,674.415,2248.05
0674-GCDXG,GC,1343.76,4479.2
1121-QSIVB,EMEA,1041.33,3471.1
4396-KLSEH,APJC,18.9,63
3244-DCJWY,USA,21.075,70.25
2824-MYYBN,GC,994.245,3314.15
0875-CABNR,EMEA,259.665,865.55
6345-HOVES,APJC,255.81,852.7
8318-LCNBW,USA,579.27,1930.9
6469-QJKZW,GC,27.42,91.4
0147-ESWWR,EMEA,1184.745,3949.15
1217-VASWC,APJC,1291.2,4304
7812-FZHPE,USA,122.97,409.9
6370-ZVHDV,GC,466.47,1554.9
5915-DGNVC,EMEA,1041.615,3472.05
6260-XLACS,APJC,35.34,117.8
3566-CAAYU,USA,963.105,3210.35
4983-CCWMC,GC,62.22,207.4
9103-CXVOK,EMEA,5.925,19.75
2896-TBNBE,APJC,939.825,3132.75
4797-AXPXK,USA,18,60
5229-PRWKT,GC,194.895,649.65
6982-UQZLY,EMEA,6.255,20.85
2522-WLNSF,APJC,631.89,2106.3
3841-CONLJ,USA,10.5,35
5057-LCOUI,GC,603.42,2011.4
0193-ESZXP,EMEA,1861.65,6205.5
4475-NVTLU,APJC,271.11,903.7
4369-HTUIF,USA,151.08,503.6
9386-LDCZR,GC,1164.69,3882.3
9585-KKMFD,EMEA,263.94,879.8
5399-ZIMKF,APJC,115.095,383.65
0336-KXKFK,USA,1317.075,4390.25
5619-XZZKR,GC,20.46,68.2
3948-FVVRP,EMEA,135.84,452.8
5327-XOKKY,APJC,1598.7,5329
0983-TATYJ,USA,527.67,1758.9
1813-JYWTO,GC,1721.28,5737.6
0156-FVPTA,EMEA,345.81,1152.7
1984-FCOWB,APJC,2302.365,7674.55
0654-HMSHN,USA,647.385,2157.95
6719-OXYBR,GC,365.955,1219.85
3312-ZWLGF,EMEA,724.365,2414.55
6476-YHMGA,APJC,346.68,1155.6
5287-QWLKY,USA,2264.43,7548.1
0795-XCCTE,GC,542.805,1809.35
0168-XZKBB,EMEA,469.32,1564.4
3785-NRHYR,APJC,5.895,19.65
5196-SGOAK,USA,22.71,75.7
4537-DKTAL,GC,25.32,84.4
7072-MBHEV,EMEA,259.455,864.85
5602-BVFMK,APJC,68.625,228.75
6297-NOOPG,USA,2325.615,7752.05
1891-UAWWU,GC,585.3,1951
8204-TIFGJ,EMEA,141.18,470.6
8050-DVOJX,APJC,1218.27,4060.9
6108-OQZDQ,USA,115.35,384.5
0363-QJVFX,GC,1029.87,3432.9
8903-XEBGX,EMEA,32.595,108.65
8169-SAEJD,APJC,1185.795,3952.65
9840-DVNDC,USA,138.915,463.05
1089-XZWHH,GC,148.215,494.05
2325-WINES,EMEA,1025.055,3416.85
6064-ZATLR,APJC,449.595,1498.65
3096-JRDSO,USA,860.325,2867.75
7824-PANSQ,GC,1442.205,4807.35
8042-JVNFH,EMEA,21.405,71.35
9648-BCHKM,APJC,141.405,471.35
2888-ADFAO,USA,312.54,1041.8
8707-HOEDG,GC,2306.94,7689.8
3374-LXDEV,EMEA,339.705,1132.35
4072-IPYLT,APJC,544.5,1815
7167-PCEYD,USA,393.39,1311.3
4936-YPJNK,GC,59.835,199.45
1580-BMCMR,EMEA,491.19,1637.3
4817-KEQSP,APJC,397.905,1326.35
6408-WHTEF,USA,1912.965,6376.55
9251-AWQGT,GC,280.77,935.9
8749-CLJXC,EMEA,6.015,20.05
7989-VCQOH,APJC,483.345,1611.15
5049-GLYVG,USA,6.18,20.6
4199-QHJNM,GC,2096.91,6989.7
8882-TLVRW,EMEA,833.85,2779.5
5883-GTGVD,APJC,579.525,1931.75
5135-GRQJV,USA,2499.585,8331.95
2384-OVPSA,GC,220.77,735.9
1371-WEPDS,EMEA,684.99,2283.3
3580-GICBM,APJC,433.56,1445.2
4817-QRJSX,USA,245.415,818.05
9730-DRTMJ,GC,699.915,2333.05
4686-UXDML,EMEA,597.765,1992.55
3349-ANQNH,APJC,1767,5890
2398-YPMUR,USA,275.025,916.75
0932-YIXYU,GC,308.94,1029.8
7480-SPLEF,EMEA,538.965,1796.55
7636-XUHWW,APJC,10.11,33.7
1431-CYWMH,USA,136.215,454.05
5937-EORGB,GC,417.675,1392.25
6349-JDHQP,EMEA,314.88,1049.6
5539-HIVAK,APJC,220.38,734.6
5847-MXBEO,USA,142.53,475.1
9985-MWVIX,GC,21.045,70.15
4583-PARNH,EMEA,462.015,1540.05
1116-FRYVH,APJC,593.595,1978.65
1421-HCERK,USA,954.54,3181.8
9633-XQABV,GC,68.91,229.7
0716-BQNDX,EMEA,1687.665,5625.55
1265-XTECC,APJC,1974.57,6581.9
1183-CANVH,USA,404.145,1347.15
1972-XMUWV,GC,1142.46,3808.2
8679-LZBMD,EMEA,1192.245,3974.15
3407-JMJQQ,APJC,2298.54,7661.8
6252-DFGTK,USA,743.775,2479.25
1539-LNKHM,GC,79.98,266.6
8645-KOMJQ,EMEA,1680.42,5601.4
0289-IVARM,APJC,594.78,1982.6
9761-XUJWD,USA,101.97,339.9
4057-FKCZK,GC,1448.415,4828.05
4291-TPNFG,EMEA,1794.165,5980.55
6087-YPWHO,APJC,1442.61,4808.7
3090-QFUVD,USA,6.09,20.3
2237-ZFSMY,GC,1107.855,3692.85
1722-LDZJS,EMEA,320.445,1068.15
1818-ESQMW,APJC,715.08,2383.6
4871-JTKJF,USA,20.895,69.65
1415-YFWLT,GC,26.79,89.3
7401-RUBNK,EMEA,431.415,1438.05
0506-YLVKJ,APJC,275.235,917.45
8661-BOYNW,USA,1828.935,6096.45
6711-VTNRE,GC,923.43,3078.1
4815-GBTCD,EMEA,29.985,99.95
2805-AUFQN,APJC,142.56,475.2
0980-PVMRC,USA,610.965,2036.55
7233-DRTRF,GC,1933.215,6444.05
3500-RMZLT,EMEA,428.025,1426.75
3873-NFTGI,APJC,230.265,767.55
1162-ECVII,USA,2379.75,7932.5
7048-GXDAY,GC,1212.195,4040.65
8571-ZCMCX,EMEA,830.595,2768.65
1169-WCVAK,APJC,501.705,1672.35
4548-SDBKE,USA,142.44,474.8
8066-POXGX,GC,133.83,446.1
7129-CAKJW,EMEA,403.695,1345.65
8695-ARGXZ,APJC,727.62,2425.4
3570-YUEKJ,USA,623.385,2077.95
4143-OOBWZ,GC,124.89,416.3
1555-HAPSU,EMEA,499.05,1663.5
1697-NVVGY,APJC,385.815,1286.05
7854-EKTJL,USA,10.755,35.85
8464-EETCQ,GC,328.305,1094.35
2419-FSORS,EMEA,2315.85,7719.5
8132-YPVBX,APJC,154.38,514.6
9102-IAYHT,USA,435.48,1451.6
6754-LZUKA,GC,1479.75,4932.5
3422-LYEPQ,EMEA,21.3,71
8099-MZPUJ,APJC,1633.095,5443.65
0787-LHDYT,USA,99.075,330.25
2642-DTVCO,GC,223.95,746.5
0374-IOEGQ,EMEA,36.81,122.7
4361-JEIVL,APJC,13.32,44.4
3197-NNYNB,USA,1989.555,6631.85
3396-DKDEL,GC,2475,8250
1752-OZXFY,EMEA,1068.345,3561.15
9066-QRSDU,APJC,529.065,1763.55
9112-WSNPU,USA,725.7,2419
9867-NNXLC,GC,141.06,470.2
5321-NTRKC,EMEA,1570.485,5234.95
1363-TXLSL,APJC,21.09,70.3
9507-EXLTT,USA,23.805,79.35
3161-GETRM,GC,929.1,3097
0402-OAMEN,EMEA,512.73,1709.1
6933-VLYFX,APJC,554.64,1848.8
6754-WKSHP,USA,216.99,723.3
9846-GKXAS,GC,242.925,809.75
6017-PPLPX,EMEA,441.285,1470.95
4976-LNFVV,APJC,173.145,577.15
5055-MGMGF,USA,2074.485,6914.95
4641-FROLU,GC,180.87,602.9
2862-JVEOY,EMEA,37.32,124.4
2969-QWUBZ,APJC,29.04,96.8
9822-BIIGN,USA,1148.37,3827.9
2077-MPJQO,GC,159.915,533.05
1534-OULXE,EMEA,888.42,2961.4
7136-RVDTZ,APJC,979.335,3264.45
2971-SGAFL,USA,298.605,995.35
1480-IVEVR,GC,844.575,2815.25
2905-KFQUV,EMEA,46.44,154.8
4581-SSPWD,APJC,73.89,246.3
3370-HXOPH,USA,77.28,257.6
9391-YZEJW,GC,1727.16,5757.2
9958-MEKUC,EMEA,2255.31,7517.7
0281-CNTZX,APJC,370.44,1234.8
6927-WTFIV,USA,416.76,1389.2
4118-CEVPF,GC,1150.89,3836.3
3398-ZOUAA,EMEA,442.425,1474.75
9114-VEPUF,APJC,1800.435,6001.45
7876-BEUTG,USA,216.03,720.1
2338-BQEZT,GC,849.825,2832.75
9873-MNDKV,EMEA,141.675,472.25
0378-NHQXU,APJC,438.195,1460.65
8241-JUIQO,USA,400.905,1336.35
2194-IIQOF,GC,1916.595,6388.65
4512-ZUIYL,EMEA,45.915,153.05
9631-RXVJM,APJC,203.37,677.9
9584-EXCDZ,USA,349.68,1165.6
7969-AULMZ,GC,635.85,2119.5
5093-FEGLU,EMEA,276.465,921.55
2621-UDNLU,APJC,21.6,72
7526-IVLYU,USA,20.505,68.35
2428-HYUNX,GC,254.175,847.25
9214-EKVXR,EMEA,13.2,44
3410-MHHUM,APJC,1288.605,4295.35
0568-ONFPC,USA,40.5,135
0733-VUNUW,GC,420.165,1400.55
4550-EVXNY,EMEA,20.895,69.65
2122-YWVYA,APJC,414.12,1380.4
2968-SSGAA,USA,318.06,1060.2
2296-DKZFP,GC,1315.86,4386.2
4844-JJWUY,EMEA,25.8,86
6777-TGHTM,APJC,1735.65,5785.5
8909-BOLNL,USA,15.615,52.05
6603-YRDCJ,GC,605.52,2018.4
3538-WZPHD,EMEA,23.835,79.45
3229-USWAR,APJC,818.19,2727.3
2138-VFAPZ,USA,79.095,263.65
6131-JLWZM,GC,82.62,275.4
4785-QRJHC,EMEA,844.995,2816.65
0269-XFESX,APJC,161.55,538.5
1709-EJDOX,USA,284.67,948.9
4316-XCSLJ,GC,254.04,846.8
8610-WFCJF,EMEA,1435.05,4783.5
9693-XMUOB,APJC,899.235,2997.45
0383-CLDDA,USA,1769.22,5897.4
4905-JEFDW,GC,141.18,470.6
2709-UQGNP,EMEA,157.35,524.5
3549-ZTMNH,APJC,80.895,269.65
7881-INRLC,USA,1422,4740
8033-ATFAS,GC,702.45,2341.5
1635-NZATJ,EMEA,536.895,1789.65
0562-HKHML,APJC,487.92,1626.4
8277-RVRSV,USA,240.09,800.3
9943-VSZUV,GC,1518.255,5060.85
0117-LFRMW,EMEA,434.64,1448.8
6172-FECYY,APJC,1276.455,4254.85
7054-ENNGU,USA,139.98,466.6
1455-HFBXA,GC,1388.34,4627.8
9402-CXWPL,EMEA,2051.58,6838.6
1628-BIZYP,APJC,25.5,85
1965-AKTSX,USA,330.555,1101.85
0082-LDZUE,GC,13.29,44.3
4786-UKSNZ,EMEA,6.06,20.2
5343-SGUBI,APJC,1289.28,4297.6
0856-NAOES,USA,124.23,414.1
1976-AZZPJ,GC,76.98,256.6
7248-VZQLC,EMEA,1190.805,3969.35
6156-UZDLF,APJC,682.23,2274.1
3099-OONVS,USA,389.04,1296.8
9500-WBGRP,GC,380.655,1268.85
5183-KLYEM,EMEA,2457.78,8192.6
5144-PQCDZ,APJC,17.775,59.25
8514-VZHEB,USA,344.355,1147.85
6625-IUTTT,GC,1308.465,4361.55
9355-NPPFS,EMEA,601.83,2006.1
0068-FIGTF,APJC,623.685,2078.95
5965-GGPRW,USA,2282.925,7609.75
8035-PWSEV,GC,146.115,487.05
2236-HILPA,EMEA,365.535,1218.45
1840-BIUOG,APJC,424.86,1416.2
1356-MKYSK,USA,144.99,483.3
6080-LNESI,GC,370.38,1234.6
1830-IPXVJ,EMEA,393.48,1311.6
5828-DWPIL,APJC,1685.49,5618.3
8398-TBIYD,USA,1855.545,6185.15
0011-IGKFF,GC,371.355,1237.85
4192-GORJT,EMEA,149.43,498.1
6496-SLWHQ,APJC,88.335,294.45
9912-GVSEQ,USA,714.465,2381.55
2931-FSOHN,GC,236.505,788.35
9418-RUKPH,EMEA,226.92,756.4
5383-MMTWC,APJC,184.02,613.4
9971-ZWPBF,USA,1087.56,3625.2
4712-AUQZO,GC,165.105,550.35
9711-FJTBX,EMEA,1438.14,4793.8
2908-ZTPNF,APJC,380.16,1267.2
7240-ETPTR,USA,132.66,442.2
2202-CUYXZ,GC,25.455,84.85
5995-OIGLP,EMEA,196.455,654.85
8421-WZOOW,APJC,1670.235,5567.45
6261-RCVNS,USA,948.165,3160.55
7951-QKZPL,GC,222.09,740.3
1414-YADCW,EMEA,1711.86,5706.2
8756-RDDLT,APJC,925.605,3085.35
2862-PFNIK,USA,7.41,24.7
5816-QVHRX,GC,1062.42,3541.4
4430-YHXGG,EMEA,25.26,84.2
6888-SBYAI,APJC,15.21,50.7
7395-XWZOY,USA,349.665,1165.55
7169-YWAMK,GC,1456.605,4855.35
3640-PHQXK,EMEA,842.07,2806.9
6877-LGWXO,APJC,426.795,1422.65
6859-RKMZJ,USA,182.445,608.15
2729-VNVAP,GC,192.405,641.35
2957-JIRMN,EMEA,1487.745,4959.15
2049-BAFNW,APJC,10.77,35.9
3842-QTGDL,USA,396.39,1321.3
7163-OCEQI,GC,499.125,1663.75
9782-LGXMC,EMEA,907.245,3024.15
5975-BAICR,APJC,656.55,2188.5
8019-ENHXU,USA,1241.415,4138.05
5167-GBFRE,GC,30.75,102.5
9033-EOXWV,EMEA,261.795,872.65
4673-KKSLS,APJC,817.275,2724.25
4853-OITSN,USA,123.975,413.25
9800-OUIGR,GC,412.26,1374.2
1324-NLTJE,EMEA,227.13,757.1
2324-EFHVG,APJC,2007.795,6692.65
7094-MSZAO,USA,65.55,218.5
1522-VVDMG,GC,182.64,608.8
6907-CQGPN,EMEA,301.425,1004.75
0780-XNZFN,APJC,337.68,1125.6
0239-OXEXL,USA,1154.28,3847.6
2675-IJRGJ,GC,293.4,978
7049-GKVZY,EMEA,416.205,1387.35
8577-QSOCG,APJC,223.815,746.05
3721-CNZHX,USA,91.38,304.6
0212-ISBBF,GC,329.655,1098.85
9185-TQCVP,EMEA,341.76,1139.2
3585-YNADK,APJC,1310.685,4368.95
5271-DBYSJ,USA,248.31,827.7
1099-GODLO,GC,6.105,20.35
6828-HMKWP,EMEA,78.615,262.05
5567-WSELE,APJC,83.865,279.55
1472-TNCWL,USA,1053.75,3512.5
8063-RJYNF,GC,444.975,1483.25
0687-ZVTHB,EMEA,1396.155,4653.85
2080-GKCWQ,APJC,45.525,151.75
9661-ACXBS,USA,1320.225,4400.75
2193-SFWQW,GC,2409.93,8033.1
5656-JAMLX,EMEA,376.095,1253.65
3462-BJQQA,APJC,165.795,552.65
0442-TDYUO,USA,310.8,1036
6733-LRIZX,GC,1207.65,4025.5
9503-XJUME,EMEA,278.52,928.4
4367-NHWMM,APJC,7.47,24.9
3727-RJMEO,USA,138.075,460.25
3779-OSWCF,GC,1951.845,6506.15
6736-DHUQI,EMEA,1679.49,5598.3
3915-ODIYG,APJC,1312.365,4374.55
1360-RCYRT,USA,203.625,678.75
2724-FJDYW,GC,657.51,2191.7
4451-RWASJ,EMEA,71.925,239.75
6646-VRFOL,APJC,1645.65,5485.5
3460-TJBWI,USA,182.715,609.05
5917-HBSDW,GC,205.125,683.75
5685-IIXLY,EMEA,121.26,404.2
5671-UUNXD,APJC,1556.925,5189.75
0956-ACVZC,USA,1518.27,5060.9
2325-NBPZG,GC,70.095,233.65
4250-ZBWLV,EMEA,2152.965,7176.55
4482-FTFFX,APJC,87.435,291.45
8859-DZTGQ,USA,206.925,689.75
0440-MOGPM,GC,979.17,3263.9
0020-JDNXP,EMEA,597.96,1993.2
3752-CQSJI,APJC,76.35,254.5
5025-GOOKI,USA,104.295,347.65
4698-KVLLG,GC,290.37,967.9
5095-AESKG,EMEA,72.885,242.95
2887-JPYLU,APJC,552.57,1841.9
4770-QAZXN,USA,69.63,232.1
4896-CPRPF,GC,242.775,809.25
1871-MOWRM,EMEA,259.935,866.45
9714-EDSUC,APJC,108.165,360.55
2027-OAQQC,USA,622.86,2076.2
0282-NVSJS,GC,106.77,355.9
9090-SGQXL,EMEA,2189.895,7299.65
6595-YGXIT,APJC,687.36,2291.2
7353-YOWFP,USA,38.745,129.15
9835-ZIITK,GC,2247.525,7491.75
8008-ESFLK,EMEA,1750.65,5835.5
